County,District,Exemp_12.13,Exemp_13.14,Exemp_14.15,Exemp_15.16,Exemp_16.17,Exemp_17.18,Type,Pop_16
upshur,ore city isd,0,0,0,0.47,0.48,1.13,g,880
upshur,union hill isd,0.77,1.02,0.68,0.35,2.23,3.16,h,383
upton,mccamey isd,0,0,0,0,0,0,h,542
upton,rankin isd,0,1.92,1.46,1.14,1.58,1.36,h,277
uvalde,knippa isd,0.33,0,NA,1.02,2.44,1.43,f,446
uvalde,sabinal isd,0.2,0,0,0,0.82,0,h,503
uvalde,sacred heart parish sch,0,0,0,0,0,NA,o,137
uvalde,st. philip's episcopal school,NA,NA,NA,NA,0,NA,o,NA
uvalde,utopia isd,2.01,3.76,2.91,5,7.25,9.29,h,218
uvalde,uvalde cisd,0.14,0.12,0.22,0.23,0.23,0.25,e,4750
val verde,comstock isd,0.96,1.03,1.46,1.05,NA,0.94,h,NA
val verde,sacred heart catholic sch,0,NA,0.63,0,0,0,o,NA
val verde,san felipe-del rio cisd,0.07,0.12,0.13,0.17,0.21,0.17,e,10509
val verde,st. james episcopal school,0,0,0,0,3.95,1.47,o,130
van zandt,canton isd,1.43,1.53,1.58,1.79,2.26,2.4,e,2118
van zandt,edgewood isd,0.55,1.08,1.33,1.62,2.35,2.63,b,931
van zandt,fruitvale isd,0.57,1.16,0.28,0.9,1.9,0.97,h,373
van zandt,grand saline isd,0.49,0.49,0.37,0.45,0.74,0.63,g,1102
van zandt,martins mill isd,1.32,1.26,2.14,2.95,3.3,6.62,h,512
van zandt,ranch academy,0,NA,NA,1.6,0,NA,i,NA
van zandt,van isd,1.32,1.29,3.18,1.59,1.48,1.2,d,2401
van zandt,wills point isd,0.7,0.73,0.82,0.22,0.83,0.96,d,2411
victoria,bloomington isd,0.24,0.12,0,0,0,0.11,g,900
victoria,faith academy victoria,0,0,0.73,0.76,0.85,2.14,o,363
victoria,nazareth academy school,0,0,0,0,0,0,o,297
victoria,nursery isd,0,0,0,0,0.95,0.86,h,108
victoria,our lady of victory sch,0.21,0.24,0,0,0.25,0,o,485
victoria,st. joseph high school,NA,0,0,0.3,0.32,0.33,o,NA
victoria,trinity episcopal school,1.01,1.24,1.15,0.7,0,0,o,280
victoria,victoria isd,0.06,0.05,0.22,NA,0.15,0.11,e,14378
walker,alpha omega academy,0,1.42,1.92,3.11,3.89,5.41,o,388
walker,huntsville isd,0.15,0.37,0.32,0.18,0.35,0.31,e,7260
walker,new waverly isd,1.01,0.81,1.42,4.7,0.1,NA,g,1024
walker,raven school,0,NA,0,1.05,0,0.96,i,89
waller,hempstead isd,0.46,0.32,0.07,0.18,0.31,0.25,g,1633
waller,royal isd,0.16,0.2,0.45,0.47,0.18,0.45,d,2365
waller,waller isd,0.35,0.73,1.38,0.93,1.04,1.03,e,6874
ward,grandfalls-royalty isd,0,0,0,0,0,0,h,143
ward,monahans-wickett-pyote isd,0.23,0.36,0.18,0.18,0.34,0.47,d,2327
washington,brenham christian academy,3.67,6.82,6.06,10.23,NA,NA,o,NA
washington,brenham isd,0.19,0.18,0.5,0.54,0.32,0.63,e,4965
washington,burton isd,0.28,0.29,1.33,1.81,0.93,0.91,f,446
webb,blessed sacrament school,0,0,0,0.36,0.34,NA,o,297
webb,gateway (student alternative program inc),NA,NA,0,NA,NA,NA,o,NA
webb,harmony science academy - laredo,NA,0,0,0.15,NA,NA,o,NA
webb,harmony science of innovation,NA,NA,0.6,0.55,NA,NA,o,NA
webb,laredo isd,0.02,0.03,0.04,0.05,0.07,0.11,d,24237
webb,mary help of chrisitans school,0.19,0,0,0,0,0,o,472
webb,our lady of guadalupe school,0,0,0.61,0.74,0.75,0,o,153
webb,st. augustine elementary,0.28,0,NA,0.26,0,0.31,o,NA
webb,st. peter's memorial school,0,0,0,0,0,NA,o,185
webb,united day school,0,0,0.25,0.26,0.53,NA,o,391
webb,united isd,0.06,0.08,0.04,0.08,0.12,0.13,c,43660
webb,webb cisd,0,0.99,1.75,0,0,NA,h,300
wharton,boling isd,0.58,0.47,0.28,0.19,0.27,0.18,d,1129
wharton,east bernard isd,0.11,0,0.21,0.2,0.2,0.21,d,1009
wharton,el campo isd,0.06,0.14,0.08,NA,0.14,0.2,e,3678
wharton,louise isd,0.21,0.2,0,0.2,0.21,0.19,h,482
wharton,st philip the apostle el,NA,0,0,0,0,0,o,NA
wharton,wharton isd,0.19,0.25,0.48,0.24,0.36,0.28,g,2212
wheeler,fort elliott cisd,1.47,3.4,5.06,5.16,5.37,4.72,h,161
wheeler,kelton isd,3.82,4.07,7.41,3.85,2,0,h,104
wheeler,shamrock isd,0.51,0.51,NA,1.32,1.59,1.37,f,412
wheeler,wheeler isd,0,0,0.22,0.67,0.97,1.61,f,448
wichita,bright ideas charter,1.18,1.27,2.54,NA,NA,NA,i,NA
wichita,burkburnett isd,0.47,0.29,0.51,0.27,0.97,0.62,d,3337
wichita,christ academy,1.74,1.06,0.37,NA,0.83,3.93,o,NA
wichita,city view isd,0,0,0,0.3,0.5,0,d,1004
wichita,electra isd,NA,0.23,0.49,0,0,0,h,427
wichita,iowa park cisd,0.5,0.41,0.67,0.77,0.74,1.09,d,1847
wichita,notre dame catholic sch,0,0,0,0,0,0,o,239
wichita,wichita christian school,1.54,2.59,4.35,6.21,6.32,5.76,o,287
wichita,wichita falls isd,0.45,0.55,0.55,NA,0.69,0.71,c,14120
wilbarger,harrold isd,0,NA,0.85,NA,1.72,NA,h,116
wilbarger,northside isd,0,0,NA,0,0,0,a,210
wilbarger,vernon isd,0.09,0,2.14,0.25,0.1,NA,g,2042
willacy,lasara isd,0,0,0,0,0,0,f,445
willacy,lyford cisd,0.32,0.06,0.19,0.06,0,0.13,g,1569
willacy,raymondville isd,0,0.23,0.24,0,0.05,0,d,2067
willacy,san perlita isd,0,0,0,0,0,NA,h,274
williamson,coupland isd,NA,7.48,4.23,4,4.22,7.19,h,166
williamson,florence isd,0.22,0.97,1.21,0.88,1.72,3.27,g,1025
williamson,fortis academy,NA,NA,NA,NA,11.73,24.03,o,NA
williamson,georgetown isd,1.21,1.43,1.44,1.56,1.77,2.1,c,11425
williamson,grace academy of georgetown,NA,NA,NA,NA,17.19,18.89,o,NA
williamson,granger isd,0,0.5,0.47,0,0.74,0.23,h,430
williamson,holy family catholic school,NA,NA,0,NA,NA,NA,o,NA
williamson,hutto isd,1.3,1.54,1.62,1.64,1.81,1.75,d,6945
williamson,jarrell isd,1.29,1.49,1.28,1.26,1.21,1.49,f,1491
williamson,lago vista isd,2.38,3.57,NA,0.86,6.04,5.88,g,NA
williamson,leander isd,2.4,2.59,3.01,1.34,3.23,3.35,b,38226
williamson,liberty hill isd,1.44,1.85,2.11,2.51,2.11,2.5,d,3677
williamson,meridian world school llc,4.2,6.05,5.31,1.04,5.42,5.46,i,1421
williamson,orenda charter school,4.5,4.81,5.75,5.86,5.01,5,i,819
williamson,round rock christian academy,2.68,4.16,6.25,8.26,8.06,8.1,o,512
williamson,round rock isd,1.56,1.81,1.5,2.12,2.31,1.95,b,48321
williamson,st. dominic savio catholic high school,NA,NA,0,NA,NA,NA,o,NA
williamson,st. helen school georgetown,0,0,2.14,0,0,0,o,175
williamson,st. mary's catholic school,0,0,0,0,0,0,o,124
williamson,sterling classical school,NA,17.05,20.59,19.76,20.31,15.26,o,NA
williamson,summit christian academy of cedar park,6.02,7.53,9.87,8.28,10.65,11.37,o,259
williamson,taylor isd,0.47,0.69,0.53,0.7,0.56,1.15,d,3203
williamson,thrall isd,0.49,0.64,0.47,0.48,0.31,1.66,h,666
williamson,zion walburg lutheran school georgetown,5.62,5.65,7.56,3.65,4.02,4.05,o,205
wilson,floresville isd,0.32,0.3,0.32,0.52,0.92,1.31,e,3948
wilson,la vernia isd,0.79,0.78,1.18,1.3,1.34,1.59,e,3288
wilson,poth isd,0.24,0.35,0.61,0.85,0.98,0.85,h,836
wilson,stockdale isd,0.26,0.39,0.36,0.26,0.66,0.63,g,794
winkler,kermit isd,0.08,0.3,0.07,0.07,0.08,0.15,d,1404
winkler,wink-loving isd,NA,2.42,1.82,0,2.01,1.21,f,418
wise,alvord isd,1.88,1.31,2.24,1,0.99,2.03,h,722
wise,boyd isd,1.1,0.92,1.09,1.17,0.84,1.34,g,1245
wise,bridgeport isd,0.05,0.15,0.48,0.29,0.24,0.66,e,2088
wise,chico isd,0.54,1.22,0.33,0.33,0.33,0.81,h,603
wise,decatur isd,0.85,1.06,1.33,1.33,1.53,2.05,e,3135
wise,paradise isd,0.67,1.11,0.81,0.79,1.4,NA,g,1173
wise,slidell isd,1.27,0,0.85,0,2.07,3.6,h,253
wise,victory christian academy,NA,NA,NA,NA,5.36,8.18,o,NA
wood,alba-golden isd,1.25,1.65,1.82,1.42,1.55,1.78,g,882
wood,hawkins isd,1.17,1.21,1.22,1.54,1.29,1.8,h,721
wood,mineola isd,0.38,0.46,1.32,1.24,0.98,0.98,e,1625
wood,quitman isd,0.53,0.55,0.75,0.54,0.47,1.07,e,1116
wood,winnsboro isd,1.61,0.21,1.02,1.06,0.98,0.2,e,1494
wood,yantis isd,0.27,0.58,0.59,0.29,0.58,0.27,h,380
yoakum,denver city isd,0.12,0.41,0.34,0.56,0.64,0.83,g,1727
yoakum,plains isd,1.41,2,1.83,2.88,0.48,0,h,459
young,graham isd,0.47,0.55,0.64,0.86,1.06,0.75,g,2486
young,newcastle isd,0,0,1,NA,1.39,1.36,h,225
young,olney isd,0,0,0.44,0.45,0.45,0.93,h,708
zapata,zapata county isd,0,0,0,0,0,0,d,3561
zavala,crystal city isd,0,0,0,0.11,0.22,0.22,g,1936
zavala,la pryor isd,0.22,0,0,0,0,0,h,482
bexar,basis texas,NA,NA,NA,NA,NA,0.29,o,NA
bexar,blessed sacrament catholic sch - san antonio,NA,NA,NA,NA,NA,0,o,NA
bexar,compass rose academy,NA,NA,NA,NA,NA,1.11,o,NA
bexar,eleanor kolitz hebrew language academy,NA,NA,NA,NA,NA,4.39,o,NA
bexar,gateway academy charter,NA,NA,NA,NA,NA,0,o,NA
bexar,great hearts texas,NA,NA,NA,NA,NA,7.41,o,NA
bexar,kipp san antonio,NA,NA,NA,NA,NA,0.28,o,NA
bexar,paso del norte,NA,NA,NA,NA,NA,0,o,NA
bexar,the lone star language academy,NA,NA,NA,NA,NA,4.5,o,NA
clay,petrolia cisd,NA,NA,NA,NA,NA,0.85,o,NA
collin,kids r kids no. 18 frisco,NA,NA,NA,NA,NA,0,o,NA
collin,prestonwood christian academy,NA,NA,NA,NA,NA,7.14,o,NA
collin,yorktown education,NA,NA,NA,NA,NA,4.6,o,NA
cooke,walnut bend isd,NA,NA,NA,NA,NA,0,o,NA
dallas,alcuin school,NA,NA,NA,NA,NA,11.78,o,NA
dallas,all saints catholic school of dallas,NA,NA,NA,NA,NA,0,o,NA
dallas,dallas christian school,NA,NA,NA,NA,NA,3.24,o,NA
dallas,faith family master academy,NA,NA,NA,NA,NA,0.28,o,NA
dallas,first baptist academy of dallas,NA,NA,NA,NA,NA,4.15,o,NA
dallas,holy family catholic academy,NA,NA,NA,NA,NA,0,o,NA
dallas,nova academy cedar hill,NA,NA,NA,NA,NA,0,o,NA
denton,primrose school of ne flower mound,NA,NA,NA,NA,NA,2.08,o,NA
denton,texas college preparatory academies,NA,NA,NA,NA,NA,5.49,o,NA
el paso,most holy trinity catholic sch,NA,NA,NA,NA,NA,0,o,NA
fort bend,calvary episcopal school richmond,NA,NA,NA,NA,NA,3.33,o,NA
gillespie,ambleside school of fredericksburg,NA,NA,NA,NA,NA,33.33,o,NA
guadalupe,richard milburn academy (beaumont),NA,NA,NA,NA,NA,0.22,o,NA
guadalupe,richard milburn alter high school (killeen),NA,NA,NA,NA,NA,0.22,o,NA
harris,center for teaching and learning,NA,NA,NA,NA,NA,7.59,o,NA
harris,faith christian academy,NA,NA,NA,NA,NA,0,o,NA
harris,iman academy southeast,NA,NA,NA,NA,NA,3.16,o,NA
harris,kids r kids no. 21 tomball,NA,NA,NA,NA,NA,0,o,NA
harris,kids r kids no. 35 humble,NA,NA,NA,NA,NA,0.82,o,NA
harris,kids r kids no. 51 legends,NA,NA,NA,NA,NA,0,o,NA
harris,pines montessori school,NA,NA,NA,NA,NA,11.36,o,NA
harris,providence classical school,NA,NA,NA,NA,NA,6.09,o,NA
harris,school of science and technology discovery,NA,NA,NA,NA,NA,0.91,o,NA
harris,st augustine sch,NA,NA,NA,NA,NA,0,o,NA
harris,texas christian school,NA,NA,NA,NA,NA,6.88,o,NA
harris,the covenant preparatory school,NA,NA,NA,NA,NA,0.96,o,NA
harris,westbury christian school,NA,NA,NA,NA,NA,3.62,o,NA
harris,yes preparatory public schools inc,NA,NA,NA,NA,NA,0.03,o,NA
jim wells,st. joseph parochial school,NA,NA,NA,NA,NA,0,o,NA
johnson,kauffman leadership academy,NA,NA,NA,NA,NA,8.89,o,NA
lubbock,lubbock christian school,NA,NA,NA,NA,NA,3.39,o,NA
midland,midland christian high school,NA,NA,NA,NA,NA,3.27,o,NA
nueces,incarnate word academy h s,NA,NA,NA,NA,NA,0,o,NA
nueces,incarnate word middle sch,NA,NA,NA,NA,NA,0,o,NA
palo pinto,gordon isd,NA,NA,NA,NA,NA,0,o,NA
parker,weatherford christian school,NA,NA,NA,NA,NA,3.07,o,NA
smith,cumberland academy,NA,NA,NA,NA,NA,3.82,o,NA
smith,east texas christian academy,NA,NA,NA,NA,NA,6.37,o,NA
tarrant,all saints catholic school fort worth,NA,NA,NA,NA,NA,0,o,NA
tarrant,fort worth adventist junior academy,NA,NA,NA,NA,NA,0,o,NA
tarrant,novus academy,NA,NA,NA,NA,NA,3.03,o,NA
tarrant,the children's courtyard #3011,NA,NA,NA,NA,NA,0,o,NA
tarrant,the montessori academy,NA,NA,NA,NA,NA,7.87,o,NA
travis,brentwood christian school,NA,NA,NA,NA,NA,7.85,o,NA
travis,harmony science academy (austin),NA,NA,NA,NA,NA,0.7,o,NA
travis,university of texas elementary charter school,NA,NA,NA,NA,NA,3.92,o,NA
walker,sam houston state university charter sch,NA,NA,NA,NA,NA,7.14,o,NA
washington,grace lutheran school,NA,NA,NA,NA,NA,5.63,o,NA
washington,st. paul's christian day school,NA,NA,NA,NA,NA,4.55,o,NA
webb,st. augustine high school,NA,NA,NA,NA,NA,0.31,o,NA
williamson,goodwater montessori school,NA,NA,NA,NA,NA,21.01,o,NA
williamson,the goddard school-cedar park,NA,NA,NA,NA,NA,2.27,o,NA
